iter	Logloss
349	0.3715082244
350	0.3713665261
351	0.3712738978
352	0.3712389774
353	0.3711831517
354	0.3711225199
355	0.3710655851
356	0.3710070034
357	0.3709718813
358	0.370919988
359	0.3708749511
360	0.3708438957
361	0.3708002032
362	0.3707463941
363	0.3706730242
364	0.3705973352
365	0.370565843
366	0.3704866586
367	0.3703978618
368	0.3703343732
369	0.3702562307
370	0.3702027913
371	0.3701330513
372	0.3700848214
373	0.3700197531
374	0.3699502819
375	0.3698712656
376	0.3698039118
377	0.3697659665
378	0.3697252988
379	0.3696632217
380	0.3696233943
381	0.3694880145
382	0.3694049986
383	0.3693428208
384	0.3692947589
385	0.3692259936
386	0.3691834773
387	0.3691360205
388	0.3691088639
389	0.3690561975
390	0.3690153282
391	0.368970829
392	0.3689146672
393	0.3688684203
394	0.3688293995
395	0.3687674233
396	0.3687143872
397	0.3686561753
398	0.3686051222
399	0.3685537666
400	0.3685158885
401	0.3685105782
402	0.3684826149
403	0.3684465518
404	0.3684101861
405	0.36839039
406	0.3683688798
407	0.3683135583
408	0.3682677147
409	0.3682147459
410	0.3681607015
411	0.368091264
412	0.3680664936
413	0.3680150372
414	0.3679787388
415	0.3679283915
416	0.3678742127
417	0.3678375782
418	0.3677988262
419	0.3677711655
420	0.3677163145
421	0.367679243
422	0.3676056715
423	0.3674651831
424	0.3673847551
425	0.3673679839
426	0.3673107467
427	0.3672478966
428	0.3672023555
429	0.3671512016
430	0.3671054924
431	0.3670737313
432	0.3670000925
433	0.3669423175
434	0.3668512017
435	0.3667946366
436	0.366708327
437	0.3666755575
438	0.3666366375
439	0.3665727792
440	0.3665388334
441	0.3664563889
442	0.366395589
443	0.366356501
444	0.3663267228
445	0.3662790979
446	0.3662397074
447	0.3661855958
448	0.3661593803
449	0.3661405925
450	0.3661073525
451	0.3660401668
452	0.3660014148
453	0.3659595036
454	0.3659234404
455	0.3658894946
456	0.3658294678
457	0.3657978747
458	0.365743427
459	0.365689786
460	0.3656540925
461	0.3656213903
462	0.3655976619
463	0.3655287285
464	0.3654935055
465	0.3654291766
466	0.3653797032
467	0.3653203485
468	0.3652500371
469	0.3652013367
470	0.3651619798
471	0.3651385874
472	0.3651032973
473	0.365071637
474	0.3650411866
475	0.364977698
476	0.364965128
477	0.364931283
478	0.3649009335
479	0.3648543169
480	0.364787232
481	0.364744951
482	0.3646468108
483	0.3646207297
484	0.3645658451
485	0.3645029278
486	0.364475267
487	0.3644550004
488	0.3644146352
489	0.3643439541
490	0.3642793899
491	0.3642361007
492	0.3642018524
493	0.3641326165
494	0.3641113752
495	0.3640080255
496	0.3639401003
497	0.3639241021
498	0.3638563786
499	0.3638175931
